Date;ISO-3166-1;Tests;Confirmed;Recovered;Deaths
2020-02-13;CUB;;0;0;0
2020-02-14;CUB;;0;0;0
2020-02-15;CUB;;0;0;0
2020-02-16;CUB;;0;0;0
2020-02-17;CUB;;0;0;0
2020-02-18;CUB;;0;0;0
2020-02-19;CUB;;0;0;0
2020-02-20;CUB;;0;0;0
2020-02-21;CUB;;0;0;0
2020-02-22;CUB;;0;0;0
2020-02-23;CUB;;0;0;0
2020-02-24;CUB;;0;0;0
2020-02-25;CUB;;0;0;0
2020-02-26;CUB;;0;0;0
2020-02-27;CUB;;0;0;0
2020-02-28;CUB;;0;0;0
2020-02-29;CUB;;0;0;0
2020-03-01;CUB;;0;0;0
2020-03-02;CUB;;0;0;0
2020-03-03;CUB;;0;0;0
2020-03-04;CUB;;0;0;0
2020-03-05;CUB;;0;0;0
2020-03-06;CUB;;0;0;0
2020-03-07;CUB;;0;0;0
2020-03-08;CUB;;0;0;0
2020-03-09;CUB;;0;0;0
2020-03-10;CUB;;0;0;0
2020-03-11;CUB;;0;0;0
2020-03-12;CUB;;3;0;0
2020-03-13;CUB;;4;0;0
2020-03-14;CUB;;4;0;0
2020-03-15;CUB;;4;0;0
2020-03-16;CUB;;4;0;0
2020-03-17;CUB;;5;0;0
2020-03-18;CUB;;7;0;1
2020-03-19;CUB;;11;0;1
2020-01-22;CYP;;0;0;0
2020-01-23;CYP;;0;0;0
2020-01-24;CYP;;0;0;0
2020-01-25;CYP;;0;0;0
2020-01-26;CYP;;0;0;0
2020-01-27;CYP;;0;0;0
2020-01-28;CYP;;0;0;0
2020-01-29;CYP;;0;0;0
2020-01-30;CYP;;0;0;0
2020-01-31;CYP;;0;0;0
2020-02-01;CYP;;0;0;0
2020-02-02;CYP;;0;0;0
2020-02-03;CYP;;0;0;0
2020-02-04;CYP;;0;0;0
2020-02-05;CYP;;0;0;0
2020-02-06;CYP;;0;0;0
2020-02-07;CYP;;0;0;0
2020-02-08;CYP;;0;0;0
2020-02-09;CYP;;0;0;0
2020-02-10;CYP;;0;0;0
2020-02-11;CYP;;0;0;0
2020-02-12;CYP;;0;0;0
2020-02-13;CYP;;0;0;0
2020-02-14;CYP;;0;0;0
2020-02-15;CYP;;0;0;0
2020-02-16;CYP;;0;0;0
2020-02-17;CYP;;0;0;0
2020-02-18;CYP;;0;0;0
2020-02-19;CYP;;0;0;0
2020-02-20;CYP;;0;0;0
2020-02-21;CYP;;0;0;0
2020-02-22;CYP;;0;0;0
2020-02-23;CYP;;0;0;0
2020-02-24;CYP;;0;0;0
2020-02-25;CYP;;0;0;0
2020-02-26;CYP;;0;0;0
2020-02-27;CYP;;0;0;0
2020-02-28;CYP;;0;0;0
2020-02-29;CYP;;0;0;0
2020-03-01;CYP;;0;0;0
2020-03-02;CYP;;0;0;0
2020-03-03;CYP;;0;0;0
2020-03-04;CYP;;0;0;0
2020-03-05;CYP;;0;0;0
2020-03-06;CYP;;0;0;0
2020-03-07;CYP;;0;0;0
2020-03-08;CYP;;0;0;0
2020-03-09;CYP;;2;0;0
2020-03-10;CYP;;3;0;0
2020-03-11;CYP;;6;0;0
2020-03-12;CYP;;6;0;0
2020-03-13;CYP;;14;0;0
2020-03-14;CYP;;26;0;0
2020-03-15;CYP;;26;0;0
2020-03-16;CYP;;33;0;0
2020-03-17;CYP;;46;0;0
2020-03-18;CYP;;49;0;0
2020-03-19;CYP;;67;0;0
2020-01-22;CZE;;0;0;0
2020-01-23;CZE;;0;0;0
2020-01-24;CZE;;0;0;0
2020-01-25;CZE;;0;0;0
2020-01-26;CZE;;0;0;0
2020-01-27;CZE;20;0;0;0
2020-01-28;CZE;28;0;0;0
2020-01-29;CZE;33;0;0;0
2020-01-30;CZE;34;0;0;0
2020-01-31;CZE;37;0;0;0
2020-02-01;CZE;38;0;0;0
2020-02-02;CZE;43;0;0;0
2020-02-03;CZE;48;0;0;0
2020-02-04;CZE;53;0;0;0
2020-02-05;CZE;53;0;0;0
2020-02-06;CZE;56;0;0;0
2020-02-07;CZE;62;0;0;0
2020-02-08;CZE;62;0;0;0
2020-02-09;CZE;64;0;0;0
2020-02-10;CZE;72;0;0;0
2020-02-11;CZE;74;0;0;0
2020-02-12;CZE;75;0;0;0
2020-02-13;CZE;76;0;0;0
2020-02-14;CZE;76;0;0;0
2020-02-15;CZE;77;0;0;0
2020-02-16;CZE;78;0;0;0
2020-02-17;CZE;80;0;0;0
2020-02-18;CZE;80;0;0;0
2020-02-19;CZE;82;0;0;0
2020-02-20;CZE;82;0;0;0
2020-02-21;CZE;82;0;0;0
2020-02-22;CZE;83;0;0;0
2020-02-23;CZE;86;0;0;0
2020-02-24;CZE;98;0;0;0
2020-02-25;CZE;112;0;0;0
2020-02-26;CZE;135;0;0;0
2020-02-27;CZE;170;0;0;0
2020-02-28;CZE;193;0;0;0
2020-02-29;CZE;200;0;0;0
2020-03-01;CZE;211;3;0;0
2020-03-02;CZE;262;3;0;0
2020-03-03;CZE;340;5;0;0
2020-03-04;CZE;407;8;0;0
2020-03-05;CZE;483;12;0;0
2020-03-06;CZE;594;18;0;0
2020-03-07;CZE;787;19;0;0
2020-03-08;CZE;928;31;0;0
2020-03-09;CZE;1193;31;0;0
2020-03-10;CZE;1358;41;0;0
2020-03-11;CZE;1816;91;0;0
2020-03-12;CZE;2353;94;0;0
2020-03-13;CZE;3094;141;0;0
2020-03-14;CZE;4065;189;0;0
2020-03-15;CZE;5068;253;0;0
2020-03-16;CZE;6302;298;3;0
2020-03-17;CZE;7664;396;3;0
2020-03-18;CZE;9402;464;3;0
2020-03-19;CZE;;694;3;0
2020-01-22;DEU;;0;0;0
2020-01-23;DEU;;0;0;0
2020-01-24;DEU;;0;0;0
2020-01-25;DEU;;0;0;0
2020-01-26;DEU;;0;0;0
2020-01-27;DEU;;1;0;0
2020-01-28;DEU;;4;0;0
2020-01-29;DEU;;4;0;0
2020-01-30;DEU;;4;0;0
2020-01-31;DEU;;5;0;0
2020-02-01;DEU;;8;0;0
2020-02-02;DEU;;10;0;0
2020-02-03;DEU;;12;0;0
2020-02-04;DEU;;12;0;0
2020-02-05;DEU;;12;0;0
2020-02-06;DEU;;12;0;0
2020-02-07;DEU;;13;0;0
2020-02-08;DEU;;13;0;0
2020-02-09;DEU;;14;0;0
2020-02-10;DEU;;14;0;0
2020-02-11;DEU;;16;0;0
2020-02-12;DEU;;16;0;0
2020-02-13;DEU;;16;1;0
2020-02-14;DEU;;16;1;0
2020-02-15;DEU;;16;1;0
2020-02-16;DEU;;16;1;0
2020-02-17;DEU;;16;1;0
2020-02-18;DEU;;16;12;0
2020-02-19;DEU;;16;12;0
2020-02-20;DEU;;16;12;0
2020-02-21;DEU;;16;14;0
2020-02-22;DEU;;16;14;0
2020-02-23;DEU;;16;14;0
2020-02-24;DEU;;16;14;0
2020-02-25;DEU;;17;14;0
2020-02-26;DEU;;27;15;0
2020-02-27;DEU;;46;16;0
2020-02-28;DEU;;48;16;0
2020-02-29;DEU;;79;16;0
2020-03-01;DEU;;130;16;0
2020-03-02;DEU;;159;16;0
2020-03-03;DEU;;196;16;0
2020-03-04;DEU;;262;16;0
2020-03-05;DEU;;482;16;0
2020-03-06;DEU;;670;17;0
2020-03-07;DEU;;799;18;0
2020-03-08;DEU;;1040;18;0
2020-03-09;DEU;;1176;18;2
2020-03-10;DEU;;1457;18;2
2020-03-11;DEU;;1908;25;3
2020-03-12;DEU;;2078;25;3
2020-03-13;DEU;;3675;46;7
2020-03-14;DEU;;4585;46;9
2020-03-15;DEU;;5795;46;11
2020-03-16;DEU;;7272;67;17
2020-03-17;DEU;;9257;67;24
2020-03-18;DEU;;12327;105;28
2020-03-19;DEU;;15320;113;44
2020-01-22;DJI;;0;0;0
2020-01-23;DJI;;0;0;0
2020-01-24;DJI;;0;0;0
2020-01-25;DJI;;0;0;0
2020-01-26;DJI;;0;0;0
2020-01-27;DJI;;0;0;0
2020-01-28;DJI;;0;0;0
2020-01-29;DJI;;0;0;0
2020-01-30;DJI;;0;0;0
2020-01-31;DJI;;0;0;0
2020-02-01;DJI;;0;0;0
2020-02-02;DJI;;0;0;0
2020-02-03;DJI;;0;0;0
2020-02-04;DJI;;0;0;0
2020-02-05;DJI;;0;0;0
2020-02-06;DJI;;0;0;0
2020-02-07;DJI;;0;0;0
2020-02-08;DJI;;0;0;0
2020-02-09;DJI;;0;0;0
2020-02-10;DJI;;0;0;0
2020-02-11;DJI;;0;0;0
2020-02-12;DJI;;0;0;0
2020-02-13;DJI;;0;0;0
2020-02-14;DJI;;0;0;0
2020-02-15;DJI;;0;0;0
2020-02-16;DJI;;0;0;0
2020-02-17;DJI;;0;0;0
2020-02-18;DJI;;0;0;0
2020-02-19;DJI;;0;0;0
2020-02-20;DJI;;0;0;0
2020-02-21;DJI;;0;0;0
2020-02-22;DJI;;0;0;0
2020-02-23;DJI;;0;0;0
2020-02-24;DJI;;0;0;0
2020-02-25;DJI;;0;0;0
2020-02-26;DJI;;0;0;0
2020-02-27;DJI;;0;0;0
2020-02-28;DJI;;0;0;0
2020-02-29;DJI;;0;0;0
2020-03-01;DJI;;0;0;0
2020-03-02;DJI;;0;0;0
2020-03-03;DJI;;0;0;0
2020-03-04;DJI;;0;0;0
2020-03-05;DJI;;0;0;0
2020-03-06;DJI;;0;0;0
2020-03-07;DJI;;0;0;0
2020-03-08;DJI;;0;0;0
2020-03-09;DJI;;0;0;0
2020-03-10;DJI;;0;0;0
2020-03-11;DJI;;0;0;0
2020-03-12;DJI;;0;0;0
2020-03-13;DJI;;0;0;0
2020-03-14;DJI;;0;0;0
2020-03-15;DJI;;0;0;0
2020-03-16;DJI;;0;0;0
2020-03-17;DJI;;0;0;0
2020-03-18;DJI;;1;0;0
2020-03-19;DJI;;1;0;0
2020-01-22;DNK;;0;0;0
2020-01-23;DNK;;0;0;0
2020-01-24;DNK;;0;0;0
2020-01-25;DNK;;0;0;0
2020-01-26;DNK;;0;0;0
2020-01-27;DNK;;0;0;0
2020-01-28;DNK;;0;0;0
2020-01-29;DNK;;0;0;0
2020-01-30;DNK;;0;0;0
2020-01-31;DNK;;0;0;0
2020-02-01;DNK;;0;0;0
2020-02-02;DNK;;0;0;0
2020-02-03;DNK;;0;0;0
2020-02-04;DNK;;0;0;0
2020-02-05;DNK;;0;0;0
2020-02-06;DNK;;0;0;0
2020-02-07;DNK;;0;0;0
2020-02-08;DNK;;0;0;0
2020-02-09;DNK;;0;0;0
2020-02-10;DNK;;0;0;0
2020-02-11;DNK;;0;0;0
2020-02-12;DNK;;0;0;0
2020-02-13;DNK;;0;0;0
2020-02-14;DNK;;0;0;0
2020-02-15;DNK;;0;0;0
2020-02-16;DNK;;0;0;0
2020-02-17;DNK;;0;0;0
2020-02-18;DNK;;0;0;0
2020-02-19;DNK;;0;0;0
2020-02-20;DNK;;0;0;0
2020-02-21;DNK;;0;0;0
2020-02-22;DNK;;0;0;0
2020-02-23;DNK;;0;0;0
2020-02-24;DNK;;0;0;0
2020-02-25;DNK;;0;0;0
2020-02-26;DNK;;0;0;0
2020-02-27;DNK;;1;0;0
2020-02-28;DNK;;1;0;0
2020-02-29;DNK;;3;0;0
2020-03-01;DNK;;4;0;0
2020-03-02;DNK;;4;0;0
2020-03-03;DNK;;6;0;0
2020-03-04;DNK;;11;0;0
2020-03-05;DNK;;11;0;0
2020-03-06;DNK;;24;1;0
2020-03-07;DNK;;24;1;0
2020-03-08;DNK;;37;1;0
2020-03-09;DNK;;92;1;0
2020-03-10;DNK;;264;1;0
2020-03-11;DNK;;444;1;0
2020-03-12;DNK;;617;1;0
2020-03-13;DNK;;804;1;0
2020-03-14;DNK;;836;1;1
2020-03-15;DNK;;875;1;2
2020-03-16;DNK;;933;1;3
2020-03-17;DNK;;1025;1;4
2020-03-18;DNK;;1116;1;4
2020-03-19;DNK;;1225;1;6
2020-01-22;DOM;;0;0;0
2020-01-23;DOM;;0;0;0
2020-01-24;DOM;;0;0;0
2020-01-25;DOM;;0;0;0
2020-01-26;DOM;;0;0;0
2020-01-27;DOM;;0;0;0
2020-01-28;DOM;;0;0;0
2020-01-29;DOM;;0;0;0
2020-01-30;DOM;;0;0;0
2020-01-31;DOM;;0;0;0
2020-02-01;DOM;;0;0;0
2020-02-02;DOM;;0;0;0
2020-02-03;DOM;;0;0;0
2020-02-04;DOM;;0;0;0
2020-02-05;DOM;;0;0;0
2020-02-06;DOM;;0;0;0
2020-02-07;DOM;;0;0;0
2020-02-08;DOM;;0;0;0
2020-02-09;DOM;;0;0;0
2020-02-10;DOM;;0;0;0
2020-02-11;DOM;;0;0;0
2020-02-12;DOM;;0;0;0
2020-02-13;DOM;;0;0;0
2020-02-14;DOM;;0;0;0
2020-02-15;DOM;;0;0;0
2020-02-16;DOM;;0;0;0
2020-02-17;DOM;;0;0;0
2020-02-18;DOM;;0;0;0
2020-02-19;DOM;;0;0;0
2020-02-20;DOM;;0;0;0
2020-02-21;DOM;;0;0;0
2020-02-22;DOM;;0;0;0
2020-02-23;DOM;;0;0;0
2020-02-24;DOM;;0;0;0
2020-02-25;DOM;;0;0;0
2020-02-26;DOM;;0;0;0
2020-02-27;DOM;;0;0;0
2020-02-28;DOM;;0;0;0
2020-02-29;DOM;;0;0;0
2020-03-01;DOM;;1;0;0
2020-03-02;DOM;;1;0;0
2020-03-03;DOM;;1;0;0
2020-03-04;DOM;;1;0;0
2020-03-05;DOM;;1;0;0
2020-03-06;DOM;;2;0;0
2020-03-07;DOM;;2;0;0
2020-03-08;DOM;;5;0;0
2020-03-09;DOM;;5;0;0
2020-03-10;DOM;;5;0;0
2020-03-11;DOM;;5;0;0
2020-03-12;DOM;;5;0;0
2020-03-13;DOM;;5;0;0
2020-03-14;DOM;;11;0;0
2020-03-15;DOM;;11;0;0
2020-03-16;DOM;;11;0;0
2020-03-17;DOM;;21;0;1
2020-03-18;DOM;;21;0;1
2020-03-19;DOM;;34;0;2
2020-01-22;DZA;;0;0;0
2020-01-23;DZA;;0;0;0
2020-01-24;DZA;;0;0;0
2020-01-25;DZA;;0;0;0
2020-01-26;DZA;;0;0;0
2020-01-27;DZA;;0;0;0
2020-01-28;DZA;;0;0;0
2020-01-29;DZA;;0;0;0
2020-01-30;DZA;;0;0;0
2020-01-31;DZA;;0;0;0
2020-02-01;DZA;;0;0;0
2020-02-02;DZA;;0;0;0
2020-02-03;DZA;;0;0;0
2020-02-04;DZA;;0;0;0
2020-02-05;DZA;;0;0;0
2020-02-06;DZA;;0;0;0
2020-02-07;DZA;;0;0;0
2020-02-08;DZA;;0;0;0
2020-02-09;DZA;;0;0;0
2020-02-10;DZA;;0;0;0
2020-02-11;DZA;;0;0;0
2020-02-12;DZA;;0;0;0
2020-02-13;DZA;;0;0;0
2020-02-14;DZA;;0;0;0
2020-02-15;DZA;;0;0;0
2020-02-16;DZA;;0;0;0
2020-02-17;DZA;;0;0;0
2020-02-18;DZA;;0;0;0
2020-02-19;DZA;;0;0;0
2020-02-20;DZA;;0;0;0
2020-02-21;DZA;;0;0;0
2020-02-22;DZA;;0;0;0
2020-02-23;DZA;;0;0;0
2020-02-24;DZA;;0;0;0
2020-02-25;DZA;;1;0;0
2020-02-26;DZA;;1;0;0
2020-02-27;DZA;;1;0;0
2020-02-28;DZA;;1;0;0
2020-02-29;DZA;;1;0;0
2020-03-01;DZA;;1;0;0
2020-03-02;DZA;;3;0;0
2020-03-03;DZA;;5;0;0
2020-03-04;DZA;;12;0;0
2020-03-05;DZA;;12;0;0
2020-03-06;DZA;;17;0;0
2020-03-07;DZA;;17;0;0
2020-03-08;DZA;;19;0;0
2020-03-09;DZA;;20;0;0
2020-03-10;DZA;;20;0;0
2020-03-11;DZA;;20;0;0
2020-03-12;DZA;;24;8;1
2020-03-13;DZA;;26;8;2
2020-03-14;DZA;;37;12;3
2020-03-15;DZA;;48;12;4
2020-03-16;DZA;;54;12;4
2020-03-17;DZA;;60;12;4
2020-03-18;DZA;;74;12;7
2020-03-19;DZA;;87;32;9
2020-01-22;ECU;;0;0;0
2020-01-23;ECU;;0;0;0
2020-01-24;ECU;;0;0;0
2020-01-25;ECU;;0;0;0
2020-01-26;ECU;;0;0;0
2020-01-27;ECU;;0;0;0
2020-01-28;ECU;;0;0;0
2020-01-29;ECU;;0;0;0
2020-01-30;ECU;;0;0;0
2020-01-31;ECU;;0;0;0
2020-02-01;ECU;;0;0;0
2020-02-02;ECU;;0;0;0
2020-02-03;ECU;;0;0;0
2020-02-04;ECU;;0;0;0
2020-02-05;ECU;;0;0;0
2020-02-06;ECU;;0;0;0
2020-02-07;ECU;;0;0;0
2020-02-08;ECU;;0;0;0
2020-02-09;ECU;;0;0;0
2020-02-10;ECU;;0;0;0
2020-02-11;ECU;;0;0;0
2020-02-12;ECU;;0;0;0
2020-02-13;ECU;;0;0;0
2020-02-14;ECU;;0;0;0
2020-02-15;ECU;;0;0;0
2020-02-16;ECU;;0;0;0
2020-02-17;ECU;;0;0;0
2020-02-18;ECU;;0;0;0
2020-02-19;ECU;;0;0;0
2020-02-20;ECU;;0;0;0
2020-02-21;ECU;;0;0;0
2020-02-22;ECU;;0;0;0
2020-02-23;ECU;;0;0;0
2020-02-24;ECU;;0;0;0
2020-02-25;ECU;;0;0;0
2020-02-26;ECU;;0;0;0
2020-02-27;ECU;;0;0;0
2020-02-28;ECU;;0;0;0
2020-02-29;ECU;;0;0;0
2020-03-01;ECU;;6;0;0
2020-03-02;ECU;;6;0;0
2020-03-03;ECU;;7;0;0
2020-03-04;ECU;;10;0;0
2020-03-05;ECU;;13;0;0
2020-03-06;ECU;;13;0;0
2020-03-07;ECU;;13;0;0
2020-03-08;ECU;;14;0;0
2020-03-09;ECU;;15;0;0
2020-03-10;ECU;;15;0;0
2020-03-11;ECU;;17;0;0
2020-03-12;ECU;;17;0;0
2020-03-13;ECU;;17;0;0
2020-03-14;ECU;;28;0;2
2020-03-15;ECU;;28;0;2
2020-03-16;ECU;;37;0;2
2020-03-17;ECU;;58;0;2
2020-03-18;ECU;;111;0;2
2020-03-19;ECU;;199;0;3
2020-01-22;EGY;;0;0;0
2020-01-23;EGY;;0;0;0
2020-01-24;EGY;;0;0;0
2020-01-25;EGY;;0;0;0
2020-01-26;EGY;;0;0;0
2020-01-27;EGY;;0;0;0
2020-01-28;EGY;;0;0;0
2020-01-29;EGY;;0;0;0
2020-01-30;EGY;;0;0;0
2020-01-31;EGY;;0;0;0
2020-02-01;EGY;;0;0;0
2020-02-02;EGY;;0;0;0
2020-02-03;EGY;;0;0;0
2020-02-04;EGY;;0;0;0
2020-02-05;EGY;;0;0;0
2020-02-06;EGY;;0;0;0
2020-02-07;EGY;;0;0;0
2020-02-08;EGY;;0;0;0
2020-02-09;EGY;;0;0;0
2020-02-10;EGY;;0;0;0
2020-02-11;EGY;;0;0;0
2020-02-12;EGY;;0;0;0
2020-02-13;EGY;;0;0;0
2020-02-14;EGY;;1;0;0
2020-02-15;EGY;;1;0;0
2020-02-16;EGY;;1;0;0
2020-02-17;EGY;;1;0;0
2020-02-18;EGY;;1;0;0
2020-02-19;EGY;;1;0;0
2020-02-20;EGY;;1;0;0
2020-02-21;EGY;;1;0;0
2020-02-22;EGY;;1;0;0
2020-02-23;EGY;;1;0;0
2020-02-24;EGY;;1;0;0
2020-02-25;EGY;;1;0;0
2020-02-26;EGY;;1;0;0
2020-02-27;EGY;;1;0;0
2020-02-28;EGY;;1;1;0
2020-02-29;EGY;;1;1;0
2020-03-01;EGY;;2;1;0
2020-03-02;EGY;;2;1;0
2020-03-03;EGY;;2;1;0
2020-03-04;EGY;;2;1;0
2020-03-05;EGY;;3;1;0
2020-03-06;EGY;;15;1;0
2020-03-07;EGY;;15;1;0
2020-03-08;EGY;;49;1;1
2020-03-09;EGY;;55;1;1
2020-03-10;EGY;;59;1;1
2020-03-11;EGY;;60;27;1
2020-03-12;EGY;;67;27;1
2020-03-13;EGY;;80;27;2
2020-03-14;EGY;;109;27;2
2020-03-15;EGY;;110;21;2
2020-03-16;EGY;;150;27;2
2020-03-17;EGY;;196;32;4
2020-03-18;EGY;;196;32;6
2020-03-19;EGY;;256;32;6
2020-01-22;ESP;;0;0;0
2020-01-23;ESP;;0;0;0
2020-01-24;ESP;;0;0;0
2020-01-25;ESP;;0;0;0
2020-01-26;ESP;;0;0;0
2020-01-27;ESP;;0;0;0
2020-01-28;ESP;;0;0;0
2020-01-29;ESP;;0;0;0
2020-01-30;ESP;;0;0;0
2020-01-31;ESP;;0;0;0
2020-02-01;ESP;;1;0;0
2020-02-02;ESP;;1;0;0
2020-02-03;ESP;;1;0;0
2020-02-04;ESP;;1;0;0
2020-02-05;ESP;;1;0;0
2020-02-06;ESP;;1;0;0
2020-02-07;ESP;;1;0;0
2020-02-08;ESP;;1;0;0
2020-02-09;ESP;;2;0;0
2020-02-10;ESP;;2;0;0
2020-02-11;ESP;;2;0;0
2020-02-12;ESP;;2;0;0
2020-02-13;ESP;;2;0;0
2020-02-14;ESP;;2;0;0
2020-02-15;ESP;;2;2;0
2020-02-16;ESP;;2;2;0
2020-02-17;ESP;;2;2;0
2020-02-18;ESP;;2;2;0
2020-02-19;ESP;;2;2;0
2020-02-20;ESP;;2;2;0
2020-02-21;ESP;;2;2;0
2020-02-22;ESP;;2;2;0
2020-02-23;ESP;;2;2;0
2020-02-24;ESP;;2;2;0
2020-02-25;ESP;;6;2;0
2020-02-26;ESP;;13;2;0
2020-02-27;ESP;;15;2;0
2020-02-28;ESP;;32;2;0
2020-02-29;ESP;;45;2;0
2020-03-01;ESP;;84;2;0
2020-03-02;ESP;;120;2;0
2020-03-03;ESP;;165;2;1
2020-03-04;ESP;;222;2;2
2020-03-05;ESP;;259;2;3
2020-03-06;ESP;;400;2;5
2020-03-07;ESP;;500;30;10
2020-03-08;ESP;;673;30;17
2020-03-09;ESP;;1073;32;28
2020-03-10;ESP;;1695;32;35
2020-03-11;ESP;;2277;183;54
2020-03-12;ESP;;2277;183;55
2020-03-13;ESP;;5232;193;133
2020-03-14;ESP;;6391;517;195
2020-03-15;ESP;;7798;517;289
2020-03-16;ESP;;9942;530;342
2020-03-17;ESP;;11748;1028;533
2020-03-18;ESP;;13910;1081;623
2020-03-19;ESP;;17963;1107;830
2020-01-22;EST;;0;0;0
2020-01-23;EST;;0;0;0
2020-01-24;EST;;0;0;0
2020-01-25;EST;;0;0;0
2020-01-26;EST;;0;0;0
2020-01-27;EST;;0;0;0
2020-01-28;EST;;0;0;0
2020-01-29;EST;;0;0;0
2020-01-30;EST;;0;0;0
2020-01-31;EST;;0;0;0
2020-02-01;EST;;0;0;0
2020-02-02;EST;;0;0;0
2020-02-03;EST;;0;0;0
2020-02-04;EST;;0;0;0
2020-02-05;EST;;0;0;0
2020-02-06;EST;;0;0;0
2020-02-07;EST;;0;0;0
2020-02-08;EST;;0;0;0
2020-02-09;EST;;0;0;0
2020-02-10;EST;;0;0;0
2020-02-11;EST;;0;0;0
2020-02-12;EST;;0;0;0
2020-02-13;EST;;0;0;0
2020-02-14;EST;;0;0;0
2020-02-15;EST;;0;0;0
2020-02-16;EST;;0;0;0
2020-02-17;EST;;0;0;0
2020-02-18;EST;;0;0;0
2020-02-19;EST;;0;0;0
2020-02-20;EST;;0;0;0
2020-02-21;EST;;0;0;0
2020-02-22;EST;;0;0;0
2020-02-23;EST;;0;0;0
2020-02-24;EST;;0;0;0
2020-02-25;EST;;0;0;0
2020-02-26;EST;;0;0;0
2020-02-27;EST;;1;0;0
2020-02-28;EST;;1;0;0
2020-02-29;EST;;1;0;0
2020-03-01;EST;;1;0;0
2020-03-02;EST;;1;0;0
2020-03-03;EST;;2;0;0
2020-03-04;EST;;2;0;0
2020-03-05;EST;;3;0;0
2020-03-06;EST;;10;0;0
2020-03-07;EST;;10;0;0
2020-03-08;EST;;10;0;0
2020-03-09;EST;;10;0;0
2020-03-10;EST;;12;0;0
2020-03-11;EST;;16;0;0
2020-03-12;EST;;16;0;0
2020-03-13;EST;;79;0;0
2020-03-14;EST;;115;0;0
2020-03-15;EST;;171;1;0
2020-03-16;EST;;205;1;0
2020-03-17;EST;;225;1;0
2020-03-18;EST;;258;1;0
2020-03-19;EST;;267;1;0
2020-01-22;ETH;;0;0;0
2020-01-23;ETH;;0;0;0
2020-01-24;ETH;;0;0;0
2020-01-25;ETH;;0;0;0
2020-01-26;ETH;;0;0;0
2020-01-27;ETH;;0;0;0
2020-01-28;ETH;;0;0;0
2020-01-29;ETH;;0;0;0
2020-01-30;ETH;;0;0;0
2020-01-31;ETH;;0;0;0
2020-02-01;ETH;;0;0;0
2020-02-02;ETH;;0;0;0
2020-02-03;ETH;;0;0;0
2020-02-04;ETH;;0;0;0
2020-02-05;ETH;;0;0;0
2020-02-06;ETH;;0;0;0
2020-02-07;ETH;;0;0;0
2020-02-08;ETH;;0;0;0
2020-02-09;ETH;;0;0;0
2020-02-10;ETH;;0;0;0
2020-02-11;ETH;;0;0;0
2020-02-12;ETH;;0;0;0
2020-02-13;ETH;;0;0;0
2020-02-14;ETH;;0;0;0
2020-02-15;ETH;;0;0;0
2020-02-16;ETH;;0;0;0
2020-02-17;ETH;;0;0;0
2020-02-18;ETH;;0;0;0
2020-02-19;ETH;;0;0;0
2020-02-20;ETH;;0;0;0
2020-02-21;ETH;;0;0;0
2020-02-22;ETH;;0;0;0
2020-02-23;ETH;;0;0;0
2020-02-24;ETH;;0;0;0
2020-02-25;ETH;;0;0;0
2020-02-26;ETH;;0;0;0
2020-02-27;ETH;;0;0;0
2020-02-28;ETH;;0;0;0
2020-02-29;ETH;;0;0;0
2020-03-01;ETH;;0;0;0
2020-03-02;ETH;;0;0;0
2020-03-03;ETH;;0;0;0
2020-03-04;ETH;;0;0;0
2020-03-05;ETH;;0;0;0
2020-03-06;ETH;;0;0;0
2020-03-07;ETH;;0;0;0
2020-03-08;ETH;;0;0;0
2020-03-09;ETH;;0;0;0
2020-03-10;ETH;;0;0;0
2020-03-11;ETH;;0;0;0
2020-03-12;ETH;;0;0;0
2020-03-13;ETH;;1;0;0
2020-03-14;ETH;;1;0;0
2020-03-15;ETH;;1;0;0
2020-03-16;ETH;;5;0;0
2020-03-17;ETH;;5;0;0
2020-03-18;ETH;;6;0;0
2020-03-19;ETH;;6;0;0
2020-01-22;FIN;;0;0;0
2020-01-23;FIN;;0;0;0
2020-01-24;FIN;;0;0;0
2020-01-25;FIN;;0;0;0
2020-01-26;FIN;;0;0;0
2020-01-27;FIN;;0;0;0
2020-01-28;FIN;;0;0;0
2020-01-29;FIN;;1;0;0
2020-01-30;FIN;;1;0;0
2020-01-31;FIN;;1;0;0
2020-02-01;FIN;;1;0;0
2020-02-02;FIN;;1;0;0
2020-02-03;FIN;;1;0;0
2020-02-04;FIN;;1;0;0
2020-02-05;FIN;;1;0;0
2020-02-06;FIN;;1;0;0
2020-02-07;FIN;;1;0;0
2020-02-08;FIN;;1;0;0
2020-02-09;FIN;;1;0;0
2020-02-10;FIN;;1;0;0
2020-02-11;FIN;;1;0;0
2020-02-12;FIN;;1;1;0
2020-02-13;FIN;;1;1;0
2020-02-14;FIN;;1;1;0
2020-02-15;FIN;;1;1;0
2020-02-16;FIN;;1;1;0
2020-02-17;FIN;;1;1;0
2020-02-18;FIN;;1;1;0
2020-02-19;FIN;;1;1;0
2020-02-20;FIN;;1;1;0
2020-02-21;FIN;;1;1;0
2020-02-22;FIN;;1;1;0
2020-02-23;FIN;;1;1;0
2020-02-24;FIN;;1;1;0
2020-02-25;FIN;;1;1;0
2020-02-26;FIN;;2;1;0
2020-02-27;FIN;;2;1;0
2020-02-28;FIN;;2;1;0
2020-02-29;FIN;;3;1;0
2020-03-01;FIN;;6;1;0
2020-03-02;FIN;130;6;1;0
2020-03-03;FIN;;6;1;0
